UF,Município,Região,Nota,Colocação,Delta colocação,Data,Colocação ranking geral invertido
MG,Caratinga,Sudeste,"47,52053192607595",256,-27,jun./2021,-256
MG,Conselheiro Lafaiete,Sudeste,"52,59136333632628",152,11,jun./2021,-152
MG,Contagem,Sudeste,"52,844856375947614",147,-2,jun./2021,-147
MG,Coronel Fabriciano,Sudeste,"51,555876706585416",178,37,jun./2021,-178
MG,Curvelo,Sudeste,"48,11522612",243,-18,jun./2021,-243
MG,Divinópolis,Sudeste,"54,68593747545865",101,6,jun./2021,-101
MG,Governador Valadares,Sudeste,"50,46088808332677",205,-35,jun./2021,-205
MG,Ibirité,Sudeste,"47,96694114206348",246,-33,jun./2021,-246
MG,Ipatinga,Sudeste,"54,40030402737063",113,33,jun./2021,-113
MG,Itabira,Sudeste,"55,429559551021605",85,10,jun./2021,-85
MG,Itajubá,Sudeste,"55,634390543187074",80,-4,jun./2021,-80
MG,Itaúna,Sudeste,"54,68653861",100,-27,jun./2021,-100
MG,Ituiutaba,Sudeste,"51,72415810038006",173,5,jun./2021,-173
MG,João Monlevade,Sudeste,"53,80333832662793",127,0,jun./2021,-127
MG,Juiz de Fora,Sudeste,"55,515390002492914",82,32,jun./2021,-82
MG,Lavras,Sudeste,"55,29333668711766",88,-48,jun./2021,-88
MG,Manhuaçu,Sudeste,"47,24054365193837",260,-22,jun./2021,-260
MG,Montes Claros,Sudeste,"52,80930760798537",148,-30,jun./2021,-148
MG,Muriaé,Sudeste,"51,85783341210447",170,-72,jun./2021,-170
MG,Nova Lima,Sudeste,"58,69077848",29,9,jun./2021,-29
MG,Nova Serrana,Sudeste,"49,97820123",216,-18,jun./2021,-216
MG,Paracatu,Sudeste,"47,88030694294929",248,-16,jun./2021,-248
MG,Pará de Minas,Sudeste,"52,64949744439323",151,-9,jun./2021,-151
MG,Passos,Sudeste,"51,683154333705225",174,-58,jun./2021,-174
MG,Patos de Minas,Sudeste,"53,79867743094363",128,-20,jun./2021,-128
MG,Patrocínio,Sudeste,"51,905500722086046",168,13,jun./2021,-168
MG,Poços de Caldas,Sudeste,"56,028307390225315",75,-36,jun./2021,-75
MG,Pouso Alegre,Sudeste,"56,97108738078076",62,23,jun./2021,-62
MG,Ribeirão das Neves,Sudeste,"45,05534020275695",305,-13,jun./2021,-305
MG,Sabará,Sudeste,"47,16560950474168",265,-19,jun./2021,-265
MG,Santa Luzia,Sudeste,"47,205342618340524",261,-42,jun./2021,-261
MG,São João del Rei,Sudeste,"52,786181251447395",150,-54,jun./2021,-150
MG,Sete Lagoas,Sudeste,"51,73769879437563",172,-15,jun./2021,-172
MG,Teófilo Otoni,Sudeste,"47,16664554043492",264,-11,jun./2021,-264
MG,Timóteo,Sudeste,"49,00847531340486",229,-21,jun./2021,-229
MG,Três Corações,Sudeste,"49,5383429",221,0,jun./2021,-221
MG,Ubá,Sudeste,"49,49446959238892",222,-53,jun./2021,-222
MG,Uberaba,Sudeste,"56,73324462246809",65,-16,jun./2021,-65
MG,Uberlândia,Sudeste,"58,120212820349934",32,1,jun./2021,-32
MG,Unaí,Sudeste,"46,90672801842432",274,-27,jun./2021,-274
MG,Varginha,Sudeste,"56,706493005107134",66,6,jun./2021,-66
MG,Vespasiano,Sudeste,"47,31093656025239",259,-39,jun./2021,-259
ES,Aracruz,Sudeste,"50,44440567233136",206,-22,jun./2021,-206
ES,Cachoeiro de Itapemirim,Sudeste,"52,89878909520559",146,-8,jun./2021,-146
ES,Cariacica,Sudeste,"48,33056954606243",236,30,jun./2021,-236
ES,Colatina,Sudeste,"51,11345297285077",188,-13,jun./2021,-188
ES,Guarapari,Sudeste,"49,28864496041377",226,37,jun./2021,-226
ES,Linhares,Sudeste,"51,01978645764122",190,34,jun./2021,-190
ES,São Mateus,Sudeste,"47,01144871975246",272,21,jun./2021,-272
ES,Serra,Sudeste,"51,882936103919704",169,34,jun./2021,-169
ES,Vila Velha,Sudeste,"51,53973574142993",180,-6,jun./2021,-180
ES,Vitória,Sudeste,"63,99608648825826",5,1,jun./2021,-5
RJ,Angra dos Reis,Sudeste,"45,41122397763165",302,1,jun./2021,-302
RJ,Araruama,Sudeste,"40,74393932824264",364,-47,jun./2021,-364
RJ,Barra do Piraí,Sudeste,"40,43360473999209",369,-99,jun./2021,-369
RJ,Barra Mansa,Sudeste,"50,638759133077016",199,-37,jun./2021,-199
RJ,Belford Roxo,Sudeste,"36,25336521960083",397,-12,jun./2021,-397
RJ,Cabo Frio,Sudeste,"42,27296000016292",349,-5,jun./2021,-349
RJ,Campos dos Goytacazes,Sudeste,"46,64330151397054",282,55,jun./2021,-282
RJ,Duque de Caxias,Sudeste,"46,040318329677646",293,4,jun./2021,-293
RJ,Itaboraí,Sudeste,"37,481575973160155",390,-35,jun./2021,-390
RJ,Itaguaí,Sudeste,"42,521107923215155",348,44,jun./2021,-348
RJ,Itaperuna,Sudeste,"45,87444307643442",294,-52,jun./2021,-294
RJ,Japeri,Sudeste,"34,780250370862376",403,-30,jun./2021,-403
RJ,Macaé,Sudeste,"53,45321277292338",133,131,jun./2021,-133
RJ,Magé,Sudeste,"38,444697534262396",385,1,jun./2021,-385
RJ,Maricá,Sudeste,"47,179380901143546",262,-23,jun./2021,-262
RJ,Mesquita,Sudeste,"45,738746917592195",296,-12,jun./2021,-296
RJ,Nilópolis,Sudeste,"44,16568894471746",321,-69,jun./2021,-321
RJ,Niterói,Sudeste,"57,549004614327686",44,-15,jun./2021,-44
RJ,Nova Friburgo,Sudeste,"52,20014014768383",158,-34,jun./2021,-158
RJ,Nova Iguaçu,Sudeste,"46,68754817829117",281,9,jun./2021,-281
RJ,Petrópolis,Sudeste,"53,41891804044476",134,-17,jun./2021,-134
RJ,Queimados,Sudeste,"41,548176640023456",357,27,jun./2021,-357
RJ,Resende,Sudeste,"55,38937142478906",86,44,jun./2021,-86
RJ,Rio das Ostras,Sudeste,"46,24127730193345",292,-35,jun./2021,-292
RJ,Rio de Janeiro,Sudeste,"56,44770205968717",67,4,jun./2021,-67
RJ,São Gonçalo,Sudeste,"41,49887375965717",358,-56,jun./2021,-358
RJ,São João de Meriti,Sudeste,"36,078059121721225",400,-37,jun./2021,-400
RJ,São Pedro da Aldeia,Sudeste,"47,15276376257217",266,41,jun./2021,-266
RJ,Saquarema,Sudeste,"52,11822319088665",160,46,jun./2021,-160
RJ,Seropédica,Sudeste,"44,64906030566786",313,-18,jun./2021,-313
RJ,Teresópolis,Sudeste,"46,31908079296792",289,-53,jun./2021,-289
RJ,Três Rios,Sudeste,"47,13248065200606",268,4,jun./2021,-268
RJ,Volta Redonda,Sudeste,"52,54339376932848",153,-56,jun./2021,-153
SP,Barueri,Sudeste,"68,26050989215192",1,0,jun./2021,-1
SP,São Caetano do Sul,Sudeste,"66,4629666",2,0,jun./2021,-2
SP,São Paulo,Sudeste,"64,47672552860492",4,-1,jun./2021,-4
SP,Santana de Parnaíba,Sudeste,"62,72062915296465",7,7,jun./2021,-7
SP,Campinas,Sudeste,"61,53698203767922",9,-1,jun./2021,-9
SP,Santos,Sudeste,"61,04677122158387",11,-4,jun./2021,-11
SP,Jundiaí,Sudeste,"60,99088344093616",12,1,jun./2021,-12
SP,Vinhedo,Sudeste,"60,78074454910847",13,0,jun./2021,-13
SP,São Bernardo do Campo,Sudeste,"60,626235457360586",14,3,jun./2021,-14
SP,São Carlos,Sudeste,"60,45449095187343",15,0,jun./2021,-15
SP,Votuporanga,Sudeste,"59,633716963296074",19,1,jun./2021,-19
SP,Ribeirão Preto,Sudeste,"59,42764715534033",20,12,jun./2021,-20
SP,Indaiatuba,Sudeste,"59,10304231581685",22,-13,jun./2021,-22
SP,Piracicaba,Sudeste,"59,035285023977046",23,1,jun./2021,-23
SP,São José do Rio Preto,Sudeste,"59,030593475705274",24,-3,jun./2021,-24
SP,São José dos Campos,Sudeste,"59,00224901040718",25,-6,jun./2021,-25
SP,Osasco,Sudeste,"58,803429359453524",28,3,jun./2021,-28
SP,Barretos,Sudeste,"58,11490955407949",33,41,jun./2021,-33
SP,Limeira,Sudeste,"58,007971010419794",36,-6,jun./2021,-36
SP,Araraquara,Sudeste,"57,94091813259898",38,-11,jun./2021,-38
SP,Sorocaba,Sudeste,"57,79057022709291",41,4,jun./2021,-41
SP,Araras,Sudeste,"57,70201573708449",42,2,jun./2021,-42
SP,Itatiba,Sudeste,"57,574874151919964",43,17,jun./2021,-43
SP,Catanduva,Sudeste,"57,54177222633379",45,-19,jun./2021,-45
SP,Franca,Sudeste,"57,51462169",46,20,jun./2021,-46
SP,Taubaté,Sudeste,"57,509885787530095",47,-13,jun./2021,-47
SP,Americana,Sudeste,"57,31498826726009",49,-13,jun./2021,-49
SP,Botucatu,Sudeste,"57,303591073863615",50,6,jun./2021,-50
SP,Assis,Sudeste,"57,284095706577325",51,8,jun./2021,-51
SP,Jacareí,Sudeste,"57,22018299551556",52,-9,jun./2021,-52
SP,Atibaia,Sudeste,"57,15698531432689",53,11,jun./2021,-53
SP,São João da Boa Vista,Sudeste,"57,13999512705878",54,-42,jun./2021,-54
SP,Araçatuba,Sudeste,"57,132490510039986",56,2,jun./2021,-56
SP,Santo André,Sudeste,"57,10817942262792",57,-7,jun./2021,-57
SP,Bauru,Sudeste,"57,051209427883045",59,-2,jun./2021,-59
SP,Praia Grande,Sudeste,"57,03708707789703",60,15,jun./2021,-60
SP,Valinhos,Sudeste,"56,41408854477665",68,-45,jun./2021,-68
SP,Hortolândia,Sudeste,"56,38983039731764",69,-21,jun./2021,-69
SP,Marília,Sudeste,"56,375618386740186",70,-1,jun./2021,-70
SP,Presidente Prudente,Sudeste,"56,35071201183898",71,-19,jun./2021,-71
SP,Sertãozinho,Sudeste,"56,30433407406324",72,-17,jun./2021,-72
SP,Caraguatatuba,Sudeste,"56,036199351463615",74,18,jun./2021,-74
SP,Paulínia,Sudeste,"56,00783223593415",76,-58,jun./2021,-76
SP,Ourinhos,Sudeste,"55,44224629732738",84,64,jun./2021,-84
SP,Itu,Sudeste,"55,257413166589785",89,2,jun./2021,-89
SP,Birigui,Sudeste,"55,21839038",91,-66,jun./2021,-91
SP,Leme,Sudeste,"55,209586811466195",93,51,jun./2021,-93
SP,Caieiras,Sudeste,"55,07867716775113",94,0,jun./2021,-94
SP,Bragança Paulista,Sudeste,"55,06970548",95,54,jun./2021,-95
SP,Pindamonhangaba,Sudeste,"54,642695653265754",105,32,jun./2021,-105
SP,Votorantim,Sudeste,"54,58712530175157",106,-5,jun./2021,-106
SP,Mogi das Cruzes,Sudeste,"54,509618104558854",109,-27,jun./2021,-109
SP,Salto,Sudeste,"54,49411577001474",110,-27,jun./2021,-110
SP,Tatuí,Sudeste,"54,47517684416066",111,-1,jun./2021,-111
SP,Lorena,Sudeste,"54,447676191114155",112,29,jun./2021,-112
SP,Arujá,Sudeste,"54,388427931450835",114,-28,jun./2021,-114
SP,Mogi Guaçu,Sudeste,"54,094156528335375",117,-15,jun./2021,-117
SP,Cotia,Sudeste,"54,06846637142901",118,-14,jun./2021,-118
SP,Mogi Mirim,Sudeste,"54,06682293995536",119,-57,jun./2021,-119
SP,Santa Bárbara d'Oeste,Sudeste,"53,90830172909363",124,-40,jun./2021,-124
SP,Matão,Sudeste,"53,714452842934286",130,-11,jun./2021,-130
SP,Ribeirão Pires,Sudeste,"53,31833811084624",137,30,jun./2021,-137
SP,Guaratinguetá,Sudeste,"53,24310503751254",138,-13,jun./2021,-138
SP,Jandira,Sudeste,"53,20942948",139,27,jun./2021,-139
SP,Avaré,Sudeste,"53,04797282757459",141,-53,jun./2021,-141
SP,Itapetininga,Sudeste,"53,02233027332085",143,16,jun./2021,-143
SP,Guarulhos,Sudeste,"52,14378563",159,-1,jun./2021,-159
SP,Caçapava,Sudeste,"52,04019096044374",163,-13,jun./2021,-163
SP,São Roque,Sudeste,"51,97185012499105",165,46,jun./2021,-165
SP,Taboão da Serra,Sudeste,"51,94107672972733",166,-40,jun./2021,-166
SP,Suzano,Sudeste,"51,78776915125807",171,5,jun./2021,-171
SP,São Sebastião,Sudeste,"51,677377898665966",175,-43,jun./2021,-175
SP,Sumaré,Sudeste,"51,67572384426496",176,4,jun./2021,-176
SP,Guarujá,Sudeste,"51,35085402771413",183,14,jun./2021,-183
SP,Diadema,Sudeste,"51,30170893799169",185,-24,jun./2021,-185
SP,Itapevi,Sudeste,"51,27982670810518",186,-15,jun./2021,-186
SP,Itanhaém,Sudeste,"51,14101968459565",187,-14,jun./2021,-187
SP,Jaú,Sudeste,"50,99787442221524",191,-26,jun./2021,-191
SP,Itapeva,Sudeste,"50,78166395738392",194,-5,jun./2021,-194
SP,Franco da Rocha,Sudeste,"50,49914335823694",203,19,jun./2021,-203
SP,Mairiporã,Sudeste,"50,355006991320366",210,59,jun./2021,-210
SP,Cubatão,Sudeste,"50,16887160992437",213,-41,jun./2021,-213
SP,Poá,Sudeste,"50,08787233576194",214,-74,jun./2021,-214
SP,Rio Claro,Sudeste,"49,543216632646185",220,-77,jun./2021,-220
SP,Ubatuba,Sudeste,"49,44907954803355",223,7,jun./2021,-223
SP,Várzea Paulista,Sudeste,"49,137379137359794",228,-33,jun./2021,-228
SP,São Vicente,Sudeste,"48,819569840423426",230,-9,jun./2021,-230
SP,Mauá,Sudeste,"48,57889698065657",233,-33,jun./2021,-233
SP,Francisco Morato,Sudeste,"48,42022979",234,-6,jun./2021,-234
SP,Itapecerica da Serra,Sudeste,"47,95069235",247,-16,jun./2021,-247
SP,Campo Limpo Paulista,Sudeste,"47,79250460244675",252,-69,jun./2021,-252
SP,Ferraz de Vasconcelos,Sudeste,"47,46963050342082",257,4,jun./2021,-257
SP,Carapicuíba,Sudeste,"46,906057624295826",275,-40,jun./2021,-275
SP,Itaquaquecetuba,Sudeste,"46,60179170903547",283,-4,jun./2021,-283
SP,Embu das Artes,Sudeste,"46,54289285264507",285,-27,jun./2021,-285
SP,Cruzeiro,Sudeste,"45,76586673923689",295,-46,jun./2021,-295
PR,Almirante Tamandaré,Sul,"46,28171813640324",291,0,jun./2021,-291
PR,Apucarana,Sul,"53,14624184137298",140,-37,jun./2021,-140
PR,Arapongas,Sul,"50,22274613250319",211,-80,jun./2021,-211
PR,Araucária,Sul,"54,65450384863358",104,60,jun./2021,-104
PR,Cambé,Sul,"52,242130863149676",157,-44,jun./2021,-157
PR,Campo Largo,Sul,"51,542718532619645",179,33,jun./2021,-179
PR,Campo Mourão,Sul,"55,83010059898699",77,51,jun./2021,-77
PR,Cascavel,Sul,"57,93731102897199",39,40,jun./2021,-39
PR,Cianorte,Sul,"53,95552816243094",123,4,jun./2021,-123
PR,Colombo,Sul,"51,309939553257195",184,9,jun./2021,-184
PR,Curitiba,Sul,"63,73551913733627",6,-1,jun./2021,-6
PR,Fazenda Rio Grande,Sul,"51,02527816",189,44,jun./2021,-189
PR,Foz do Iguaçu,Sul,"55,00863741804783",97,9,jun./2021,-97
PR,Francisco Beltrão,Sul,"58,39549400827587",31,23,jun./2021,-31
PR,Guarapuava,Sul,"52,52745112292326",154,14,jun./2021,-154
PR,Londrina,Sul,"57,958551674517246",37,5,jun./2021,-37
PR,Maringá,Sul,"59,85880376965364",17,5,jun./2021,-17
PR,Paranaguá,Sul,"50,061470038346016",215,-11,jun./2021,-215
PR,Paranavaí,Sul,"55,82921251968365",78,9,jun./2021,-78
PR,Pato Branco,Sul,"56,87470112814654",63,-22,jun./2021,-63
PR,Pinhais,Sul,"54,047364937399976",120,19,jun./2021,-120
PR,Piraquara,Sul,"46,77266999084415",277,19,jun./2021,-277
PR,Ponta Grossa,Sul,"55,02301312861631",96,9,jun./2021,-96
PR,São José dos Pinhais,Sul,"54,67117440260472",103,49,jun./2021,-103
PR,Sarandi,Sul,"44,71918335",312,-36,jun./2021,-312
PR,Toledo,Sul,"57,10704873647114",58,3,jun./2021,-58
PR,Umuarama,Sul,"55,22768094834418",90,9,jun./2021,-90
SC,Balneário Camboriú,Sul,"59,32218892212475",21,-5,jun./2021,-21
SC,Blumenau,Sul,"59,65161005046211",18,17,jun./2021,-18
SC,Brusque,Sul,"56,29134096920036",73,4,jun./2021,-73
SC,Camboriú,Sul,"50,59174129058477",200,43,jun./2021,-200
SC,Chapecó,Sul,"58,015768096100125",35,33,jun./2021,-35
SC,Criciúma,Sul,"58,84694650278768",27,54,jun./2021,-27
SC,Florianópolis,Sul,"64,57645567428811",3,1,jun./2021,-3
SC,Itajaí,Sul,"57,82532391194643",40,13,jun./2021,-40
SC,Jaraguá do Sul,Sul,"61,27461363414189",10,18,jun./2021,-10
SC,Joinville,Sul,"58,856946122329205",26,20,jun./2021,-26
SC,Lages,Sul,"55,53075246668216",81,48,jun./2021,-81
SC,Navegantes,Sul,"52,326072409327935",155,0,jun./2021,-155
SC,Palhoça,Sul,"50,66805514845528",197,-74,jun./2021,-197
SC,São Bento do Sul,Sul,"57,42595153822871",48,15,jun./2021,-48
SC,São José,Sul,"54,161129841284875",115,20,jun./2021,-115
SC,Tubarão,Sul,"53,99811625854865",121,-6,jun./2021,-121
RS,Alvorada,Sul,"45,55359687736543",299,-26,jun./2021,-299
RS,Bagé,Sul,"47,07539310184552",270,-3,jun./2021,-270
RS,Bento Gonçalves,Sul,"54,15996574738078",116,-65,jun./2021,-116
RS,Cachoeira do Sul,Sul,"46,457570056875554",287,-70,jun./2021,-287
RS,Cachoeirinha,Sul,"48,318955020576354",238,-12,jun./2021,-238
RS,Canoas,Sul,"51,918234464652045",167,19,jun./2021,-167
RS,Caxias do Sul,Sul,"58,08801895290358",34,13,jun./2021,-34
RS,Erechim,Sul,"55,21645549351893",92,-12,jun./2021,-92
RS,Esteio,Sul,"48,19266191708648",242,-48,jun./2021,-242
RS,Gravataí,Sul,"50,58838502887516",201,6,jun./2021,-201
RS,Guaíba,Sul,"46,69405793687964",280,1,jun./2021,-280
RS,Ijuí,Sul,"56,795365043080416",64,1,jun./2021,-64
RS,Lajeado,Sul,"58,659826594455254",30,7,jun./2021,-30
RS,Novo Hamburgo,Sul,"53,71981494986591",129,-17,jun./2021,-129
RS,Passo Fundo,Sul,"52,30196911539801",156,-5,jun./2021,-156
RS,Pelotas,Sul,"52,04672049199015",162,15,jun./2021,-162
RS,Porto Alegre,Sul,"62,488434007549195",8,2,jun./2021,-8
RS,Rio Grande,Sul,"47,79617753149272",251,-17,jun./2021,-251
RS,Santa Cruz do Sul,Sul,"53,37846469886982",135,19,jun./2021,-135
RS,Santa Maria,Sul,"54,954447963667896",98,-20,jun./2021,-98
RS,São Leopoldo,Sul,"53,03329956659654",142,-9,jun./2021,-142
RS,Sapiranga,Sul,"49,63028281105298",218,-19,jun./2021,-218
RS,Sapucaia do Sul,Sul,"47,74758216648068",253,-35,jun./2021,-253
RS,Uruguaiana,Sul,"41,970275788012614",350,-36,jun./2021,-350
RS,Viamão,Sul,"43,015004167987605",337,-12,jun./2021,-337
MS,Campo Grande,Centro-Oeste,"54,75930403381292",99,-6,jun./2021,-99
MS,Corumbá,Centro-Oeste,"44,92903621050784",306,-17,jun./2021,-306
MS,Dourados,Centro-Oeste,"52,946567437086316",144,48,jun./2021,-144
MS,Ponta Porã,Centro-Oeste,"41,76514261980149",353,-35,jun./2021,-353
MS,Três Lagoas,Centro-Oeste,"55,35042746454821",87,24,jun./2021,-87
MT,Cáceres,Centro-Oeste,"45,46747853882165",301,10,jun./2021,-301
MT,Cuiabá,Centro-Oeste,"54,68000766396682",102,7,jun./2021,-102
MT,Rondonópolis,Centro-Oeste,"53,862438140367225",125,31,jun./2021,-125
MT,Sinop,Centro-Oeste,"53,99529680711844",122,0,jun./2021,-122
MT,Sorriso,Centro-Oeste,"52,10540029304502",161,-1,jun./2021,-161
MT,Tangará da Serra,Centro-Oeste,"50,75302136190231",195,55,jun./2021,-195
MT,Várzea Grande,Centro-Oeste,"46,715613149265444",279,-14,jun./2021,-279
GO,Águas Lindas de Goiás,Centro-Oeste,"44,32325505186829",319,26,jun./2021,-319
GO,Anápolis,Centro-Oeste,"48,66555688424474",231,-4,jun./2021,-231
GO,Aparecida de Goiânia,Centro-Oeste,"50,38562556",209,-7,jun./2021,-209
GO,Caldas Novas,Centro-Oeste,"42,67782809647522",344,-44,jun./2021,-344
GO,Catalão,Centro-Oeste,"50,491465291688634",204,-14,jun./2021,-204
GO,Formosa,Centro-Oeste,"41,60494835899554",356,-47,jun./2021,-356
GO,Goiânia,Centro-Oeste,"55,69788881146989",79,11,jun./2021,-79
GO,Itumbiara,Centro-Oeste,"49,66513164",217,6,jun./2021,-217
GO,Jataí,Centro-Oeste,"50,65252655350824",198,-51,jun./2021,-198
GO,Luziânia,Centro-Oeste,"39,47643066270244",373,-11,jun./2021,-373
GO,Novo Gama,Centro-Oeste,"42,5229404",347,-1,jun./2021,-347
GO,Planaltina,Centro-Oeste,"42,69926655566434",343,45,jun./2021,-343
GO,Rio Verde,Centro-Oeste,"52,80710123844269",149,30,jun./2021,-149
GO,Senador Canedo,Centro-Oeste,"44,887053733303894",308,34,jun./2021,-308
GO,Trindade,Centro-Oeste,"47,62057617791027",255,50,jun./2021,-255
GO,Valparaíso de Goiás,Centro-Oeste,"46,97789816368022",273,37,jun./2021,-273
